Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
5551,14.12,706,707.67,17920,16,7,Enterprise,4GL,Oracle Forms,FiSMA,Mathematically Intensive Application,Transaction System,Enhancement,1.05,6.304,16
5552,34.16,427,460.94,4480,7,4,Mobile,3GL,Python,NESMA,Infrastructure Software,E-Business,Re-development,2.93,15.25,7
5553,74.4,930,877.07,1920,3,4,Embedded,3GL,PHP,NESMA,Real-Time Application,IT Management,Not Defined,4.33,77.5,3
5554,19.6,245,226.69,20160,14,9,Web,3GL,Python,COSMIC,Real-Time Application,Transaction System,Re-development,4.8,1.944,14
5555,42.83,726,705.2,3840,8,3,Embedded,3GL,C#,COSMIC,Business Application,Human Resources,Not Defined,1.18,30.25,8
5556,10.92,546,553.02,16640,8,13,Enterprise,4GL,Oracle Forms,NESMA,Mathematically Intensive Application,Website,Enhancement,0.99,5.25,8
5557,42.8,535,508.41,15360,8,12,Web,3GL,ASP.Net,COSMIC,Real-Time Application,Air Traffic Management,New Development,2.87,5.573,8
5558,37.12,464,430.86,10560,11,6,Web,3GL,Javascript,FiSMA,Business Application,Transaction System,Re-development,0.58,7.03,11
5559,21.9,148,151.23,8320,13,4,Mobile,3GL,C,IFPUG 4+,Business Application,Internet Banking,Not Defined,1.05,2.846,13
5560,43.68,546,527.87,8320,4,13,Web,3GL,.Net,FiSMA,Mathematically Intensive Application,Air Traffic Management,Other,2.4,10.5,4
5561,23.04,288,306.04,7200,9,5,Embedded,3GL,.Net,FiSMA,Real-Time Application,Transaction System,Re-development,3.26,6.4,9
5562,7.74,129,141.42,2880,6,3,Mobile,3GL,Java,IFPUG 4+,Real-Time Application,E-Business,New Development,2.77,7.167,6
5563,12.04,602,645.59,5760,4,9,Enterprise,4GL,Oracle Forms,FiSMA,Real-Time Application,Air Traffic Management,Other,0.7,16.722,4
5564,5.0,100,92.91,3200,5,4,Embedded,3GL,Visual Basic,NESMA,Business Application,E-Business,New Development,1.42,5.0,5
5565,9.78,163,152.41,3840,3,8,Web,3GL,Java,FiSMA,Infrastructure Software,Transaction System,Re-development,3.41,6.792,3
5566,78.8,985,1055.27,2880,9,2,Embedded,3GL,ASP.Net,FiSMA,Real-Time Application,Human Resources,New Development,4.31,54.722,9
5567,8.4,105,98.71,7680,8,6,Web,3GL,Javascript,NESMA,Business Application,Human Resources,Enhancement,0.79,2.188,8
5568,74.64,933,912.62,5760,6,6,Web,3GL,ASP.Net,COSMIC,Real-Time Application,Website,Re-development,4.4,25.917,6
5569,53.52,669,727.31,7680,16,3,Mobile,3GL,Javascript,NESMA,Infrastructure Software,Website,Enhancement,1.01,13.938,16
5570,26.08,326,315.89,1920,3,4,Embedded,3GL,.Net,IFPUG 4+,Infrastructure Software,Air Traffic Management,New Development,2.09,27.167,3
5571,17.1,285,281.51,4320,9,3,Mobile,3GL,C++,COSMIC,Infrastructure Software,Internet Banking,Other,3.23,10.556,9
5572,3.25,250,267.1,3840,3,8,Enterprise,4GL,SQL,NESMA,Business Application,Transaction System,Not Defined,0.81,10.417,3
5573,13.75,233,236.07,10400,13,5,Mobile,3GL,C#,FiSMA,Infrastructure Software,Internet Banking,Not Defined,2.18,3.585,13
5574,53.04,663,602.2,7680,12,4,Embedded,3GL,.Net,NESMA,Real-Time Application,Human Resources,Not Defined,1.72,13.812,12
5575,3.46,266,281.29,6240,13,3,Enterprise,4GL,SQL,COSMIC,Real-Time Application,IT Management,Not Defined,0.26,6.821,13
5576,4.62,355,380.93,9600,10,6,Enterprise,4GL,SQL,NESMA,Real-Time Application,Human Resources,Enhancement,0.29,5.917,10
5577,25.2,315,285.81,14400,18,5,Mobile,3GL,Python,COSMIC,Business Application,Internet Banking,Enhancement,0.35,3.5,18
5578,32.98,559,528.14,4480,7,4,Mobile,3GL,C#,COSMIC,Real-Time Application,Internet Banking,Other,2.94,19.964,7
5579,69.76,872,845.68,5440,17,2,Mobile,3GL,Javascript,FiSMA,Real-Time Application,Air Traffic Management,Not Defined,3.84,25.647,17
5580,35.22,587,598.59,14400,15,6,Enterprise,3GL,Java,COSMIC,Infrastructure Software,Internet Banking,New Development,1.45,6.522,15
5581,47.04,588,629.54,7200,9,5,Enterprise,3GL,ASP.Net,NESMA,Infrastructure Software,Human Resources,New Development,1.89,13.067,9
5582,61.36,767,727.85,4800,6,5,Embedded,3GL,PHP,NESMA,Business Application,Transaction System,Other,0.67,25.567,6
5583,52.27,886,904.45,25600,16,10,Enterprise,3GL,C#,COSMIC,Infrastructure Software,Transaction System,Re-development,2.86,5.537,16
5584,27.52,344,339.4,8160,17,3,Mobile,3GL,ASP.Net,FiSMA,Business Application,E-Business,Other,1.49,6.745,17
5585,57.52,719,758.4,20800,13,10,Enterprise,3GL,PHP,FiSMA,Business Application,Air Traffic Management,Re-development,0.9,5.531,13
5586,27.73,470,482.55,8640,18,3,Mobile,3GL,C#,IFPUG 4+,Real-Time Application,Human Resources,Enhancement,2.87,8.704,18
5587,76.96,962,1041.51,4800,15,2,Embedded,3GL,Python,IFPUG 4+,Real-Time Application,Internet Banking,New Development,2.87,32.067,15
5588,19.38,969,1006.47,11520,6,12,Enterprise,4GL,Oracle Forms,NESMA,Mathematically Intensive Application,Human Resources,Other,0.59,13.458,6
5589,19.77,335,311.83,4800,6,5,Web,3GL,C#,NESMA,Mathematically Intensive Application,Website,Re-development,3.02,11.167,6
5590,70.88,886,909.72,24960,13,12,Enterprise,3GL,Python,FiSMA,Mathematically Intensive Application,Air Traffic Management,New Development,4.2,5.679,13
5591,40.56,507,524.91,12800,16,5,Mobile,3GL,Javascript,COSMIC,Business Application,Air Traffic Management,Not Defined,0.39,6.338,16
5592,75.36,942,993.65,3200,10,2,Mobile,3GL,PHP,FiSMA,Real-Time Application,Air Traffic Management,Not Defined,4.33,47.1,10
5593,67.04,838,863.22,4000,5,5,Embedded,3GL,Javascript,NESMA,Real-Time Application,IT Management,Not Defined,3.5,33.52,5
5594,11.44,572,598.17,17920,16,7,Enterprise,4GL,ABAP,NESMA,Business Application,Air Traffic Management,Re-development,1.35,5.107,16
5595,46.8,585,557.13,2560,4,4,Web,3GL,Javascript,FiSMA,Business Application,Website,Re-development,0.67,36.562,4
5596,68.48,856,925.07,8000,10,5,Mobile,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Not Defined,3.93,17.12,10
5597,8.88,148,159.58,3360,7,3,Embedded,3GL,C++,COSMIC,Infrastructure Software,Website,Other,1.54,7.048,7
5598,61.76,772,759.95,6720,14,3,Web,3GL,Javascript,NESMA,Business Application,Transaction System,New Development,0.51,18.381,14
5599,21.18,359,338.83,8640,18,3,Web,3GL,C#,IFPUG 4+,Business Application,Air Traffic Management,Other,1.3,6.648,18
5600,41.76,522,480.27,19200,10,12,Web,3GL,ASP.Net,FiSMA,Business Application,Transaction System,Re-development,1.3,4.35,10
5601,38.7,645,638.69,11520,18,4,Mobile,3GL,Java,NESMA,Mathematically Intensive Application,IT Management,Other,2.53,8.958,18
5602,54.34,921,887.48,11200,14,5,Mobile,3GL,C#,FiSMA,Business Application,E-Business,New Development,1.18,13.157,14
5603,40.53,687,739.4,14400,18,5,Embedded,3GL,C#,NESMA,Mathematically Intensive Application,Internet Banking,Not Defined,4.42,7.633,18
5604,28.56,357,323.75,22880,11,13,Web,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,IT Management,Enhancement,4.84,2.497,11
5605,66.56,832,803.88,5280,11,3,Web,3GL,PHP,NESMA,Real-Time Application,IT Management,Enhancement,4.6,25.212,11
5606,14.64,183,180.55,2400,3,5,Embedded,3GL,Javascript,COSMIC,Business Application,Website,Not Defined,0.28,12.2,3
5607,64.82,438,436.84,2560,4,4,Web,3GL,C,COSMIC,Infrastructure Software,IT Management,Enhancement,3.6,27.375,4
5608,26.88,336,316.25,5120,16,2,Embedded,3GL,.Net,COSMIC,Infrastructure Software,E-Business,Re-development,1.72,10.5,16
5609,5.6,112,123.08,7680,16,3,Embedded,3GL,Visual Basic,NESMA,Infrastructure Software,Transaction System,Re-development,3.43,2.333,16
5610,28.5,483,517.59,8960,14,4,Embedded,3GL,C#,FiSMA,Mathematically Intensive Application,Human Resources,Not Defined,3.77,8.625,14
5611,12.84,214,213.86,14400,18,5,Mobile,3GL,C++,NESMA,Real-Time Application,E-Business,New Development,4.08,2.378,18
5612,11.68,146,139.11,24480,17,9,Web,3GL,ASP.Net,FiSMA,Business Application,Internet Banking,Not Defined,0.39,0.954,17
5613,7.8,130,142.4,3200,10,2,Embedded,3GL,Java,COSMIC,Real-Time Application,E-Business,Other,4.75,6.5,10
5614,73.36,917,848.67,4480,7,4,Embedded,3GL,Python,FiSMA,Real-Time Application,Website,Other,2.42,32.75,7
5615,38.17,647,608.95,3360,7,3,Embedded,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Human Resources,Other,3.66,30.81,7
5616,49.08,818,790.75,7680,16,3,Embedded,3GL,Java,FiSMA,Real-Time Application,IT Management,Other,4.0,17.042,16
5617,13.14,219,220.37,3840,3,8,Enterprise,3GL,Java,NESMA,Mathematically Intensive Application,Transaction System,Not Defined,1.09,9.125,3
5618,24.6,410,392.76,24960,13,12,Web,3GL,C++,NESMA,Infrastructure Software,Air Traffic Management,Not Defined,1.15,2.628,13
5619,48.24,603,652.01,12800,16,5,Embedded,3GL,Javascript,NESMA,Mathematically Intensive Application,Website,Not Defined,3.25,7.537,16
5620,47.12,589,627.97,8960,4,14,Enterprise,3GL,Python,NESMA,Real-Time Application,IT Management,Other,1.99,10.518,4
5621,8.48,106,107.97,13440,6,14,Enterprise,3GL,.Net,NESMA,Business Application,Transaction System,Re-development,0.66,1.262,6
5622,54.8,685,634.71,8160,17,3,Mobile,3GL,.Net,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,1.18,13.431,17
5623,55.14,919,881.51,4000,5,5,Web,3GL,C++,FiSMA,Business Application,Internet Banking,Re-development,1.38,36.76,5
5624,28.16,352,364.72,4800,15,2,Mobile,3GL,Javascript,NESMA,Infrastructure Software,Website,New Development,2.45,11.733,15
5625,35.12,439,463.65,7200,15,3,Enterprise,3GL,Python,NESMA,Mathematically Intensive Application,Air Traffic Management,Other,1.05,9.756,15
5626,3.11,239,251.45,10560,6,11,Enterprise,4GL,SQL,COSMIC,Real-Time Application,Internet Banking,Re-development,0.8,3.621,6
5627,3.24,249,261.39,9600,10,6,Enterprise,4GL,SQL,NESMA,Business Application,Transaction System,Enhancement,1.27,4.15,10
5628,57.6,960,996.56,5440,17,2,Mobile,3GL,Java,FiSMA,Real-Time Application,Website,Enhancement,3.05,28.235,17
5629,46.3,926,997.31,5280,11,3,Mobile,3GL,Visual Basic,IFPUG 4+,Infrastructure Software,IT Management,Other,2.5,28.061,11
5630,66.88,836,833.21,2880,9,2,Embedded,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Internet Banking,New Development,1.77,46.444,9
5631,41.64,694,692.69,5280,11,3,Embedded,3GL,Java,NESMA,Infrastructure Software,E-Business,Re-development,1.34,21.03,11
5632,66.56,832,805.76,12320,7,11,Web,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Air Traffic Management,Enhancement,2.63,10.805,7
5633,62.96,787,863.39,4800,3,10,Enterprise,3GL,ASP.Net,IFPUG 4+,Business Application,Internet Banking,Enhancement,0.61,26.233,3
5634,65.52,819,888.33,6240,13,3,Embedded,3GL,ASP.Net,COSMIC,Real-Time Application,Human Resources,Other,1.78,21.0,13
5635,18.9,315,284.54,5120,8,4,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,IT Management,Not Defined,4.32,9.844,8
5636,14.16,177,191.12,5120,4,8,Enterprise,3GL,.Net,NESMA,Real-Time Application,Human Resources,New Development,4.74,5.531,4
5637,55.08,918,942.16,4480,14,2,Mobile,3GL,Java,COSMIC,Real-Time Application,Air Traffic Management,Other,1.48,32.786,14
5638,39.68,496,478.29,7680,16,3,Embedded,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Website,Enhancement,3.43,10.333,16
5639,20.9,418,397.04,24960,12,13,Web,3GL,Visual Basic,FiSMA,Business Application,E-Business,New Development,0.99,2.679,12
5640,27.3,455,445.82,4800,10,3,Web,3GL,C++,NESMA,Real-Time Application,E-Business,Not Defined,2.52,15.167,10
5641,27.9,558,521.43,7840,7,7,Web,3GL,Visual Basic,FiSMA,Business Application,IT Management,Re-development,0.78,11.388,7
5642,11.12,556,589.39,31200,15,13,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,Air Traffic Management,Other,0.71,2.851,15
5643,14.34,239,229.58,12000,15,5,Mobile,3GL,Java,IFPUG 4+,Real-Time Application,E-Business,Re-development,4.5,3.187,15
5644,18.88,944,975.55,14080,11,8,Enterprise,4GL,ABAP,NESMA,Mathematically Intensive Application,Transaction System,Not Defined,0.74,10.727,11
5645,31.44,393,360.11,10880,17,4,Mobile,3GL,ASP.Net,IFPUG 4+,Mathematically Intensive Application,Human Resources,Enhancement,2.32,5.779,17
5646,50.62,342,343.49,12800,16,5,Embedded,3GL,C,COSMIC,Real-Time Application,E-Business,Not Defined,4.25,4.275,16
5647,68.8,860,809.82,1600,5,2,Embedded,3GL,ASP.Net,NESMA,Real-Time Application,E-Business,Not Defined,4.24,86.0,5
5648,75.6,945,866.77,1920,3,4,Web,3GL,Python,IFPUG 4+,Infrastructure Software,Website,Enhancement,4.01,78.75,3
5649,58.56,732,686.64,9600,12,5,Mobile,3GL,PHP,IFPUG 4+,Infrastructure Software,Website,New Development,1.56,12.2,12
5650,38.16,636,695.36,2880,9,2,Mobile,3GL,Java,NESMA,Real-Time Application,Transaction System,Re-development,4.52,35.333,9
5651,39.88,676,711.33,6720,6,7,Enterprise,3GL,C#,COSMIC,Infrastructure Software,IT Management,Not Defined,1.3,16.095,6
5652,31.23,211,206.83,1920,6,2,Embedded,3GL,C,FiSMA,Business Application,IT Management,Other,0.57,17.583,6
5653,86.73,586,562.34,5760,12,3,Web,3GL,C,NESMA,Mathematically Intensive Application,E-Business,New Development,2.07,16.278,12
5654,10.08,126,123.6,11520,18,4,Embedded,3GL,.Net,IFPUG 4+,Real-Time Application,E-Business,Not Defined,2.09,1.75,18
5655,46.48,581,577.61,9600,12,5,Mobile,3GL,Python,FiSMA,Real-Time Application,Website,Re-development,4.83,9.683,12
5656,143.26,968,972.46,1920,6,2,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,Website,Re-development,2.26,80.667,6
5657,40.56,676,630.78,8000,10,5,Embedded,3GL,Java,NESMA,Mathematically Intensive Application,Human Resources,Re-development,3.93,13.52,10
5658,22.32,279,274.68,13440,14,6,Web,3GL,.Net,FiSMA,Infrastructure Software,IT Management,Enhancement,3.77,3.321,14
5659,48.6,972,880.11,20480,16,8,Web,3GL,Visual Basic,IFPUG 4+,Infrastructure Software,E-Business,Not Defined,4.92,7.594,16
5660,54.24,678,631.2,1920,3,4,Mobile,3GL,PHP,FiSMA,Infrastructure Software,Human Resources,New Development,4.17,56.5,3
5661,78.96,987,1006.81,7200,15,3,Embedded,3GL,Javascript,FiSMA,Mathematically Intensive Application,Transaction System,Re-development,2.74,21.933,15
5662,25.12,314,296.68,6400,8,5,Web,3GL,Python,FiSMA,Infrastructure Software,E-Business,Enhancement,4.6,7.85,8
5663,33.3,225,228.5,2560,8,2,Mobile,3GL,C,NESMA,Mathematically Intensive Application,IT Management,New Development,3.17,14.062,8
5664,9.53,733,740.09,12800,8,10,Enterprise,4GL,SQL,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Enhancement,0.34,9.162,8
5665,27.48,458,449.05,34560,18,12,Web,3GL,C++,NESMA,Real-Time Application,Air Traffic Management,Enhancement,4.37,2.12,18
5666,14.75,295,274.11,17280,9,12,Web,3GL,Visual Basic,COSMIC,Infrastructure Software,Transaction System,Not Defined,1.02,2.731,9
5667,8.23,633,688.22,5120,4,8,Enterprise,4GL,SQL,COSMIC,Business Application,IT Management,Other,0.91,19.781,4
5668,52.24,653,620.5,17280,12,9,Web,3GL,ASP.Net,FiSMA,Business Application,Internet Banking,Enhancement,0.55,6.046,12
5669,17.16,286,283.09,14400,18,5,Embedded,3GL,Java,COSMIC,Business Application,E-Business,Enhancement,0.89,3.178,18
5670,18.8,940,989.12,5760,4,9,Enterprise,4GL,ABAP,IFPUG 4+,Business Application,Transaction System,Enhancement,0.48,26.111,4
5671,43.48,737,770.88,3200,10,2,Mobile,3GL,C#,COSMIC,Business Application,Internet Banking,Not Defined,1.05,36.85,10
5672,22.2,150,154.32,7040,11,4,Mobile,3GL,C,FiSMA,Business Application,Internet Banking,New Development,0.61,3.409,11
5673,47.36,320,288.7,960,3,2,Mobile,3GL,C,FiSMA,Mathematically Intensive Application,Website,Re-development,4.27,53.333,3
5674,58.8,980,991.75,960,3,2,Embedded,3GL,Java,FiSMA,Real-Time Application,Internet Banking,Not Defined,3.97,163.333,3
5675,7.02,117,109.09,8160,17,3,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,Internet Banking,Re-development,4.65,2.294,17
5676,6.96,535,549.93,14080,8,11,Enterprise,4GL,SQL,FiSMA,Business Application,Website,Enhancement,1.33,6.08,8
5677,42.06,701,696.74,13600,17,5,Embedded,3GL,C++,COSMIC,Infrastructure Software,IT Management,Re-development,2.44,8.247,17
5678,33.25,665,730.22,1920,3,4,Mobile,3GL,Visual Basic,FiSMA,Business Application,Website,Re-development,0.9,55.417,3
5679,49.84,623,577.74,9600,15,4,Mobile,3GL,ASP.Net,FiSMA,Real-Time Application,Human Resources,Not Defined,1.41,10.383,15
5680,55.12,689,647.96,34560,18,12,Web,3GL,ASP.Net,FiSMA,Business Application,Air Traffic Management,New Development,0.44,3.19,18
5681,26.6,532,498.29,24480,17,9,Web,3GL,Visual Basic,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,3.85,3.477,17
5682,57.28,716,737.29,32640,17,12,Enterprise,3GL,Javascript,NESMA,Business Application,Human Resources,Re-development,0.73,3.51,17
5683,19.6,245,238.99,26400,15,11,Web,3GL,.Net,FiSMA,Business Application,Human Resources,Re-development,0.37,1.485,15
5684,47.84,598,568.43,3200,4,5,Web,3GL,Python,COSMIC,Mathematically Intensive Application,Transaction System,Not Defined,1.41,29.9,4
5685,11.24,562,564.98,6720,7,6,Enterprise,4GL,ABAP,IFPUG 4+,Real-Time Application,Internet Banking,Not Defined,1.0,13.381,7
5686,19.16,958,1027.07,7680,8,6,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,Internet Banking,Re-development,1.41,19.958,8
5687,132.02,892,884.19,14560,7,13,Web,3GL,C,COSMIC,Infrastructure Software,IT Management,Not Defined,3.1,9.802,7
5688,9.98,499,505.73,5120,8,4,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,Transaction System,Re-development,0.9,15.594,8
5689,19.2,240,239.74,2400,3,5,Mobile,3GL,ASP.Net,FiSMA,Business Application,Air Traffic Management,Enhancement,0.65,16.0,3
5690,57.84,964,1024.67,1440,3,3,Embedded,3GL,C++,FiSMA,Infrastructure Software,IT Management,Other,3.23,107.111,3
5691,32.05,641,624.72,6400,8,5,Embedded,3GL,Visual Basic,IFPUG 4+,Business Application,IT Management,New Development,1.33,16.025,8
5692,79.92,999,1046.85,22400,10,14,Enterprise,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,Website,Not Defined,2.87,7.136,10
5693,47.6,595,569.03,13600,17,5,Embedded,3GL,.Net,IFPUG 4+,Real-Time Application,IT Management,Enhancement,1.46,7.0,17
5694,15.9,318,338.14,2880,6,3,Mobile,3GL,Visual Basic,FiSMA,Real-Time Application,Human Resources,Not Defined,4.67,17.667,6
5695,39.54,659,611.67,17600,10,11,Web,3GL,C++,FiSMA,Mathematically Intensive Application,Website,Enhancement,4.97,5.991,10
5696,53.04,884,887.19,20800,13,10,Enterprise,3GL,C++,NESMA,Real-Time Application,IT Management,Re-development,2.37,6.8,13
5697,46.48,581,535.03,24960,12,13,Web,3GL,PHP,FiSMA,Business Application,Internet Banking,Enhancement,0.63,3.724,12
5698,14.72,184,177.56,5280,11,3,Mobile,3GL,Javascript,COSMIC,Real-Time Application,IT Management,Re-development,3.61,5.576,11
5699,40.53,687,738.86,1920,6,2,Mobile,3GL,C#,FiSMA,Mathematically Intensive Application,E-Business,Enhancement,4.99,57.25,6
5700,6.03,464,507.64,24640,11,14,Enterprise,4GL,SQL,IFPUG 4+,Mathematically Intensive Application,Transaction System,Re-development,0.49,3.013,11
5701,15.1,755,812.53,16320,17,6,Enterprise,4GL,ABAP,FiSMA,Mathematically Intensive Application,Website,Re-development,1.07,7.402,17
5702,39.78,663,665.71,9600,15,4,Enterprise,3GL,C++,IFPUG 4+,Real-Time Application,Website,Enhancement,4.99,11.05,15
5703,45.36,567,568.75,3200,10,2,Mobile,3GL,ASP.Net,NESMA,Real-Time Application,IT Management,Other,4.53,28.35,10
5704,58.0,725,676.84,22400,10,14,Web,3GL,Python,FiSMA,Business Application,Transaction System,Other,1.44,5.179,10
5705,66.75,451,449.17,14400,15,6,Web,3GL,C,NESMA,Business Application,Transaction System,Enhancement,0.82,5.011,15
5706,69.28,866,857.05,14080,11,8,Web,3GL,Javascript,IFPUG 4+,Mathematically Intensive Application,Transaction System,Not Defined,3.04,9.841,11
5707,48.26,818,836.24,5760,9,4,Enterprise,3GL,C#,NESMA,Infrastructure Software,Air Traffic Management,Not Defined,2.71,22.722,9
5708,142.82,965,1044.78,3840,12,2,Embedded,3GL,C,COSMIC,Business Application,Human Resources,Not Defined,0.67,40.208,12
5709,22.24,278,276.33,24640,11,14,Web,3GL,Python,FiSMA,Business Application,E-Business,New Development,0.5,1.805,11
5710,2.26,113,121.61,2880,6,3,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,E-Business,Re-development,0.68,6.278,6
5711,11.7,195,211.47,3200,10,2,Mobile,3GL,C++,IFPUG 4+,Infrastructure Software,IT Management,Re-development,4.54,9.75,10
5712,21.46,145,133.25,13440,6,14,Web,3GL,C,COSMIC,Infrastructure Software,Human Resources,Enhancement,1.1,1.726,6
5713,32.88,548,519.96,11200,14,5,Embedded,3GL,Java,NESMA,Business Application,Air Traffic Management,New Development,0.34,7.829,14
